policy,episode_index,seed,episode_seed,level_id,map_file,level_pool_index,final_spt_t10,spt_by_turn,final_stars,final_city_count,final_avg_city_level,turn_first_uncaptured_village_visible,turn_second_city_captured,final_unit_count,organization_researched,turn_organization_researched,forestry_researched,turn_forestry_researched,techs_researched,fruit_harvested_t10,animals_harvested_t10,villages_captured_t10,fog_tiles_cleared_total,total_reward,custom_spt_return,truncated,step_count
oracle_org_only,80,122,122,phase1_12x12_pool_027.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_027.csv,27,11.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 11.0, 11.0]",5.0,4.0,1.75,2.0,5.0,6.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,3.0,44.0,75.51999999999998,11.0,True,40
ppo_latest,81,123,123,phase1_12x12_pool_029.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_029.csv,29,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 10.0, 10.0]",5.0,3.0,2.0,4.0,7.0,5.0,0.0,-1.0,0.0,-1.0,0.0,1.0,3.0,2.0,50.0,60.0,10.0,True,39
oracle_org_only,81,123,123,phase1_12x12_pool_030.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_030.csv,30,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,4.0,2.0,50.0,61.0,10.0,True,44
ppo_latest,82,124,124,phase1_12x12_pool_032.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_032.csv,32,12.0,"[null, null, 4.0, 4.0, 4.0, 6.0, 7.0, 9.0, 12.0, 12.0, 12.0]",5.0,4.0,2.0,2.0,5.0,7.0,0.0,-1.0,0.0,-1.0,0.0,3.0,3.0,3.0,40.0,83.69999999999997,12.0,True,50
oracle_org_only,82,124,124,phase1_12x12_pool_033.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_033.csv,33,11.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 11.0, 11.0]",5.0,4.0,1.75,2.0,5.0,6.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,3.0,52.0,76.15999999999998,11.0,True,44
ppo_latest,83,125,125,phase1_12x12_pool_035.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_035.csv,35,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,3.0,6.0,6.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,66.0,47.779999999999994,7.0,True,42
oracle_org_only,83,125,125,phase1_12x12_pool_036.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_036.csv,36,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,84,126,126,phase1_12x12_pool_038.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_038.csv,38,11.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 11.0, 11.0, 11.0]",5.0,3.0,2.3333333333333335,2.0,5.0,10.0,0.0,-1.0,0.0,-1.0,0.0,1.0,6.0,2.0,63.0,77.53999999999999,11.0,True,57
oracle_org_only,84,126,126,phase1_12x12_pool_039.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_039.csv,39,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,85,127,127,phase1_12x12_pool_041.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_041.csv,41,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,3.0,6.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,43.0,31.439999999999994,7.0,True,41
oracle_org_only,85,127,127,phase1_12x12_pool_042.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_042.csv,42,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,8.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,47.0,70.25999999999999,10.0,True,46
ppo_latest,86,128,128,phase1_12x12_pool_044.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_044.csv,44,8.0,"[null, null, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 8.0, 8.0]",5.0,3.0,1.6666666666666667,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,2.0,53.0,54.23999999999999,8.0,True,46
oracle_org_only,86,128,128,phase1_12x12_pool_045.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_045.csv,45,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,87,129,129,phase1_12x12_pool_047.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_047.csv,47,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 11.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,5.0,1.0,3.0,56.0,92.98,13.0,True,56
oracle_org_only,87,129,129,phase1_12x12_pool_048.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_048.csv,48,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 8.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,4.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,43.0,57.43999999999999,10.0,True,34
ppo_latest,88,130,130,phase1_12x12_pool_050.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_050.csv,50,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,49.0,35.419999999999995,7.0,True,39
oracle_org_only,88,130,130,phase1_12x12_pool_051.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_051.csv,51,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,-1.0,1.0,2.0,2.0,2.0,51.0,63.07999999999999,10.0,True,45
ppo_latest,89,131,131,phase1_12x12_pool_053.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_053.csv,53,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,59.0,65.21999999999998,10.0,True,48
oracle_org_only,89,131,131,phase1_12x12_pool_054.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_054.csv,54,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0]",5.0,3.0,2.0,4.0,7.0,5.0,1.0,2.0,0.0,-1.0,1.0,2.0,2.0,2.0,45.0,59.599999999999994,10.0,True,37
ppo_latest,90,132,132,phase1_12x12_pool_056.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_056.csv,56,7.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,69.0,46.019999999999996,7.0,True,45
oracle_org_only,90,132,132,phase1_12x12_pool_057.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_057.csv,57,7.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,3.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,46.0,32.18,7.0,True,30
ppo_latest,91,133,133,phase1_12x12_pool_059.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_059.csv,59,10.0,"[null, null, 4.0, 4.0, 4.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,8.0,0.0,-1.0,0.0,-1.0,0.0,1.0,3.0,2.0,46.0,70.17999999999999,10.0,True,48
oracle_org_only,91,133,133,phase1_12x12_pool_060.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_060.csv,60,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 10.0, 13.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,7.0,1.0,2.0,0.0,-1.0,1.0,5.0,1.0,3.0,57.0,87.55999999999997,13.0,True,50
ppo_latest,92,134,134,phase1_12x12_pool_062.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_062.csv,62,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,7.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,43.0,70.43999999999998,10.0,True,47
oracle_org_only,92,134,134,phase1_12x12_pool_063.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_063.csv,63,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,93,135,135,phase1_12x12_pool_065.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_065.csv,65,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,4.0,2.0,58.0,68.63999999999999,10.0,True,43
oracle_org_only,93,135,135,phase1_12x12_pool_066.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_066.csv,66,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0]",5.0,3.0,2.0,4.0,7.0,4.0,1.0,2.0,0.0,-1.0,1.0,2.0,2.0,2.0,36.0,58.879999999999995,10.0,True,35
ppo_latest,94,136,136,phase1_12x12_pool_068.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_068.csv,68,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 9.0, 11.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,7.0,0.0,-1.0,0.0,-1.0,0.0,3.0,3.0,3.0,59.0,92.21999999999997,13.0,True,57
oracle_org_only,94,136,136,phase1_12x12_pool_069.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_069.csv,69,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,3.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,30.0,30.399999999999995,7.0,True,25
ppo_latest,95,137,137,phase1_12x12_pool_071.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_071.csv,71,5.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0]",5.0,2.0,1.5,3.0,6.0,5.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,33.0,32.64,5.0,True,38
oracle_org_only,95,137,137,phase1_12x12_pool_072.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_072.csv,72,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,96,138,138,phase1_12x12_pool_074.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_074.csv,74,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0]",5.0,3.0,2.0,4.0,7.0,5.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,55.0,68.4,10.0,True,41
oracle_org_only,96,138,138,phase1_12x12_pool_075.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_075.csv,75,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,1.0,3.0,2.0,41.0,69.28,10.0,True,45
ppo_latest,97,139,139,phase1_12x12_pool_077.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_077.csv,77,16.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 11.0, 13.0, 16.0, 16.0]",5.0,5.0,2.0,2.0,4.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,7.0,4.0,69.0,108.01999999999998,16.0,True,57
oracle_org_only,97,139,139,phase1_12x12_pool_078.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_078.csv,78,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,9.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,51.0,72.57999999999998,10.0,True,53
ppo_latest,98,140,140,phase1_12x12_pool_080.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_080.csv,80,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,3.0,6.0,7.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,49.0,30.91999999999999,7.0,True,44
oracle_org_only,98,140,140,phase1_12x12_pool_081.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_081.csv,81,7.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,1.0,48.0,31.339999999999993,7.0,True,29
ppo_latest,99,141,141,phase1_12x12_pool_083.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_083.csv,83,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,6.0,3.0,50.0,88.5,13.0,True,51
oracle_org_only,99,141,141,phase1_12x12_pool_084.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_084.csv,84,7.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,1.0,44.0,31.019999999999992,7.0,True,30
ppo_latest,100,142,142,phase1_12x12_pool_086.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_086.csv,86,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 8.0, 10.0, 10.0]",5.0,3.0,2.0,4.0,7.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,3.0,2.0,48.0,69.34,10.0,True,44
oracle_org_only,100,142,142,phase1_12x12_pool_087.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_087.csv,87,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,4.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,42.0,58.85999999999999,10.0,True,36
ppo_latest,101,143,143,phase1_12x12_pool_089.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_089.csv,89,8.0,"[null, null, 4.0, 4.0, 5.0, 5.0, 5.0, 5.0, 5.0, 8.0, 8.0]",5.0,2.0,2.5,6.0,9.0,4.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,1.0,45.0,39.6,8.0,True,40
oracle_org_only,101,143,143,phase1_12x12_pool_090.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_090.csv,90,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,7.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,42.0,60.859999999999985,10.0,True,48
ppo_latest,102,144,144,phase1_12x12_pool_092.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_092.csv,92,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,4.0,2.0,3.0,57.0,88.05999999999999,13.0,True,56
oracle_org_only,102,144,144,phase1_12x12_pool_093.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_093.csv,93,13.0,"[null, null, 4.0, 4.0, 7.0, 10.0, 10.0, 13.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,7.0,1.0,2.0,0.0,-1.0,1.0,5.0,1.0,3.0,52.0,88.66,13.0,True,46
ppo_latest,103,145,145,phase1_12x12_pool_095.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_095.csv,95,15.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 8.0, 10.0, 13.0, 15.0, 15.0]",5.0,5.0,2.0,2.0,4.0,7.0,0.0,-1.0,0.0,-1.0,0.0,3.0,5.0,4.0,43.0,115.43999999999998,15.0,True,61
oracle_org_only,103,145,145,phase1_12x12_pool_096.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_096.csv,96,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,34.0,2.72,4.0,True,16
ppo_latest,104,146,146,phase1_12x12_pool_098.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_098.csv,98,12.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 9.0, 9.0, 9.0, 12.0, 12.0]",5.0,4.0,2.0,2.0,4.0,10.0,0.0,-1.0,0.0,-1.0,0.0,0.0,6.0,3.0,42.0,88.35999999999999,12.0,True,63
oracle_org_only,104,146,146,phase1_12x12_pool_099.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_099.csv,99,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,8.0,-1.0,3.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,41.0,12.78,4.0,True,21
ppo_latest,105,147,147,phase1_12x12_pool_101.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_101.csv,101,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,5.0,8.0,5.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,35.0,31.299999999999997,7.0,True,35
oracle_org_only,105,147,147,phase1_12x12_pool_102.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_102.csv,102,13.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,-1.0,1.0,5.0,1.0,3.0,50.0,89.49999999999999,13.0,True,51
ppo_latest,106,148,148,phase1_12x12_pool_104.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_104.csv,104,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,6.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,34.0,30.72,7.0,True,38
oracle_org_only,106,148,148,phase1_12x12_pool_105.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_105.csv,105,13.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 10.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,7.0,1.0,2.0,0.0,-1.0,1.0,6.0,0.0,3.0,45.0,87.59999999999998,13.0,True,49
ppo_latest,107,149,149,phase1_12x12_pool_107.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_107.csv,107,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 5.0, 8.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,8.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,52.0,60.660000000000004,10.0,True,46
oracle_org_only,107,149,149,phase1_12x12_pool_108.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_108.csv,108,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,6.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,56.0,59.47999999999998,10.0,True,44
ppo_latest,108,150,150,phase1_12x12_pool_110.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_110.csv,110,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,2.0,4.0,3.0,46.0,86.67999999999999,13.0,True,58
oracle_org_only,108,150,150,phase1_12x12_pool_111.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_111.csv,111,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,57.0,71.55999999999999,10.0,True,53
ppo_latest,109,151,151,phase1_12x12_pool_113.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_113.csv,113,9.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 7.0, 9.0, 9.0]",5.0,3.0,2.0,5.0,8.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,2.0,46.0,51.679999999999986,9.0,True,40
oracle_org_only,109,151,151,phase1_12x12_pool_114.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_114.csv,114,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,8.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,37.0,69.46,10.0,True,45
ppo_latest,110,152,152,phase1_12x12_pool_116.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_116.csv,116,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,3.0,3.0,3.0,61.0,91.87999999999998,13.0,True,58
oracle_org_only,110,152,152,phase1_12x12_pool_117.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_117.csv,117,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,6.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,51.0,59.07999999999999,10.0,True,41
ppo_latest,111,153,153,phase1_12x12_pool_119.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_119.csv,119,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,9.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,51.0,70.58,10.0,True,51
oracle_org_only,111,153,153,phase1_12x12_pool_120.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_120.csv,120,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,6.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,44.0,58.519999999999996,10.0,True,41
ppo_latest,112,154,154,phase1_12x12_pool_122.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_122.csv,122,12.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 11.0, 12.0, 12.0, 12.0]",5.0,4.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,1.0,5.0,3.0,55.0,85.39999999999998,12.0,True,56
oracle_org_only,112,154,154,phase1_12x12_pool_123.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_123.csv,123,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,6.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,63.0,59.539999999999985,10.0,True,40
